#index	label	wavelength	comment
218007	V  8      25.0220A		# inner shell line
218008	V  9      24.6489A		# inner shell line
218009	V 10      24.3775A		# inner shell line
218010	V  8      459.201A		# inner shell line
218011	V  9      466.106A		# inner shell line
218012	V 10      632.572A		# inner shell line
218013	V 11      579.365A		# inner shell line
218014	V  8      459.201A		# inner shell line
218015	V  9      466.106A		# inner shell line
218016	V 10      632.572A		# inner shell line
218017	V 11      268.946A		# inner shell line
218018	V  8      119.560A		# inner shell line
218019	V  8      111.697A		# inner shell line
218020	V  8      19.5744A		# inner shell line
218021	V  8      19.5744A		# inner shell line
218022	V  9      466.106A		# inner shell line
218023	V  9      466.106A		# inner shell line
218024	V  8      24.6637A		# inner shell line
218025	V  8      459.201A		# inner shell line
218026	V  9      466.106A		# inner shell line
218027	V  8      459.201A		# inner shell line
218028	V  9      466.106A		# inner shell line
218029	V  8      25.0220A		# inner shell line
218030	V  8      459.201A		# inner shell line
218031	V  9      466.106A		# inner shell line
218032	V  8      459.201A		# inner shell line
218033	V  9      466.106A		# inner shell line
218034	V  8      459.201A		# inner shell line
218035	V  8      459.201A		# inner shell line
218036	V  9      2.45450A		# inner shell line
218037	V  9      2.45115A		# inner shell line
218038	V  9      2.21904A		# inner shell line
218039	V  9      2.21904A		# inner shell line
218040	V 10      123.122A		# inner shell line
218041	V 11      125.617A		# inner shell line
218042	V 10      114.800A		# inner shell line
218043	V 11      116.966A		# inner shell line
218044	V 10      19.4882A		# inner shell line
218045	V 11      19.3574A		# inner shell line
218046	V 10      19.4882A		# inner shell line
218047	V 11      18.6358A		# inner shell line
218048	V  9      24.2963A		# inner shell line
218049	V 10      24.0373A		# inner shell line
218050	V 11      23.8248A		# inner shell line
218051	V  9      24.6489A		# inner shell line
218052	V 10      24.3775A		# inner shell line
218053	V 11      24.1637A		# inner shell line
218054	V  9      466.106A		# inner shell line
218055	V 10      632.572A		# inner shell line
218056	V 11      579.365A		# inner shell line
218057	V 12      536.728A		# inner shell line
218058	V  9      466.106A		# inner shell line
218059	V 10      632.572A		# inner shell line
218060	V 11      268.946A		# inner shell line
218061	V 12      169.841A		# inner shell line
218062	V  9      120.725A		# inner shell line
218063	V  9      112.713A		# inner shell line
218064	V  9      19.3846A		# inner shell line
218065	V  9      19.3846A		# inner shell line
218066	V 10      632.572A		# inner shell line
218067	V 10      632.572A		# inner shell line
218068	V  9      24.2963A		# inner shell line
218069	V  9      466.106A		# inner shell line
218070	V 10      632.572A		# inner shell line
218071	V  9      466.106A		# inner shell line
218072	V 10      632.572A		# inner shell line
218073	V  9      24.6489A		# inner shell line
218074	V  9      466.106A		# inner shell line
218075	V 10      632.572A		# inner shell line
218076	V  9      466.106A		# inner shell line
218077	V 10      632.572A		# inner shell line
218078	V  9      466.106A		# inner shell line
218079	V  9      466.106A		# inner shell line
218080	V 10      2.44830A		# inner shell line
218081	V 10      2.44492A		# inner shell line
218082	V 10      2.21444A		# inner shell line
218083	V 10      2.21444A		# inner shell line
218084	V 11      125.617A		# inner shell line
218085	V 12      126.773A		# inner shell line
218086	V 11      116.966A		# inner shell line
218087	V 12      118.080A		# inner shell line
218088	V 11      19.3574A		# inner shell line
218089	V 12      19.2104A		# inner shell line
218090	V 11      18.6358A		# inner shell line
218091	V 12      17.8343A		# inner shell line
218092	V 10      24.0373A		# inner shell line
218093	V 11      23.8248A		# inner shell line
218094	V 12      23.6431A		# inner shell line
218095	V 10      24.3775A		# inner shell line
218096	V 11      24.1637A		# inner shell line
218097	V 12      23.9722A		# inner shell line
218098	V 10      632.572A		# inner shell line
218099	V 11      579.365A		# inner shell line
218100	V 12      536.728A		# inner shell line
218101	V 13      234.375A		# inner shell line
218102	V 10      632.572A		# inner shell line
218103	V 11      268.946A		# inner shell line
218104	V 12      169.841A		# inner shell line
218105	V 13      120.607A		# inner shell line
218106	V 10      123.122A		# inner shell line
218107	V 10      114.800A		# inner shell line
218108	V 10      19.4882A		# inner shell line
218109	V 10      19.4882A		# inner shell line
218110	V 11      579.365A		# inner shell line
218111	V 11      268.946A		# inner shell line
218112	V 10      24.0373A		# inner shell line
218113	V 10      632.572A		# inner shell line
218114	V 11      579.365A		# inner shell line
218115	V 10      632.572A		# inner shell line
218116	V 11      268.946A		# inner shell line
218117	V 10      24.3775A		# inner shell line
218118	V 10      632.572A		# inner shell line
218119	V 11      579.365A		# inner shell line
218120	V 10      632.572A		# inner shell line
218121	V 11      268.946A		# inner shell line
218122	V 10      632.572A		# inner shell line
218123	V 10      632.572A		# inner shell line
218124	V 11      2.44270A		# inner shell line
218125	V 11      2.43929A		# inner shell line
218126	V 11      2.20734A		# inner shell line
218127	V 12      126.773A		# inner shell line
218128	V 13      128.083A		# inner shell line
218129	V 12      118.080A		# inner shell line
218130	V 13      119.216A		# inner shell line
218131	V 12      19.2104A		# inner shell line
218132	V 13      18.3354A		# inner shell line
218133	V 11      23.8248A		# inner shell line
218134	V 12      23.6431A		# inner shell line
218135	V 13      23.5443A		# inner shell line
218136	V 11      24.1637A		# inner shell line
218137	V 12      23.9722A		# inner shell line
218138	V 13      23.8707A		# inner shell line
218139	V 11      579.365A		# inner shell line
218140	V 12      536.728A		# inner shell line
218141	V 13      234.375A		# inner shell line
218142	V 11      125.617A		# inner shell line
218143	V 11      116.966A		# inner shell line
218144	V 11      19.3574A		# inner shell line
218145	V 11      24.1637A		# inner shell line
218146	V 11      579.365A		# inner shell line
218147	V 12      536.728A		# inner shell line
218148	V 11      23.8248A		# inner shell line
218149	V 11      579.365A		# inner shell line
218150	V 12      536.728A		# inner shell line
218151	V 11      24.1637A		# inner shell line
218152	V 11      579.365A		# inner shell line
218153	V 12      536.728A		# inner shell line
218154	V 11      579.365A		# inner shell line
218155	V 12      2.43593A		# inner shell line
218156	V 12      2.43259A		# inner shell line
218157	V 12      2.19920A		# inner shell line
218158	V 13      128.083A		# inner shell line
218159	V 14      129.420A		# inner shell line
218160	V 13      119.216A		# inner shell line
218161	V 14      120.373A		# inner shell line
218162	V 13      18.3354A		# inner shell line
218163	V 14      17.5292A		# inner shell line
218164	V 12      23.6431A		# inner shell line
218165	V 13      23.5443A		# inner shell line
218166	V 14      23.3580A		# inner shell line
218167	V 12      23.9722A		# inner shell line
218168	V 13      23.8707A		# inner shell line
218169	V 14      23.6792A		# inner shell line
218170	V 12      536.728A		# inner shell line
218171	V 13      234.375A		# inner shell line
218172	V 14      153.636A		# inner shell line
218173	V 12      126.773A		# inner shell line
218174	V 12      118.080A		# inner shell line
218175	V 12      19.2104A		# inner shell line
218176	V 12      23.9722A		# inner shell line
218177	V 12      536.728A		# inner shell line
218178	V 13      234.375A		# inner shell line
218179	V 12      23.6431A		# inner shell line
218180	V 12      536.728A		# inner shell line
218181	V 13      234.375A		# inner shell line
218182	V 12      23.9722A		# inner shell line
218183	V 12      536.728A		# inner shell line
218184	V 13      234.375A		# inner shell line
218185	V 12      536.728A		# inner shell line
218186	V 13      2.42978A		# inner shell line
218187	V 13      2.42640A		# inner shell line
218188	V 14      129.420A		# inner shell line
218189	V 15      122.032A		# inner shell line
218190	V 14      120.373A		# inner shell line
218191	V 15      114.061A		# inner shell line
218192	V 13      23.5443A		# inner shell line
218193	V 14      23.3580A		# inner shell line
218194	V 13      23.8707A		# inner shell line
218195	V 14      23.6792A		# inner shell line
218196	V 13      128.083A		# inner shell line
218197	V 13      119.216A		# inner shell line
218198	V 13      23.5443A		# inner shell line
218199	V 13      23.8707A		# inner shell line
218200	V 13      23.5443A		# inner shell line
218201	V 13      23.8707A		# inner shell line
218202	V 14      2.42417A		# inner shell line
218203	V 14      2.42086A		# inner shell line
218204	V 15      122.032A		# inner shell line
218205	V 15      114.061A		# inner shell line
218206	V 14      23.3580A		# inner shell line
218207	V 15      21.8244A		# inner shell line
218208	V 14      23.6792A		# inner shell line
218209	V 15      22.1045A		# inner shell line
218210	V 14      129.420A		# inner shell line
218211	V 14      120.373A		# inner shell line
218212	V 14      23.3580A		# inner shell line
218213	V 14      23.6792A		# inner shell line
218214	V 14      23.3580A		# inner shell line
218215	V 14      23.6792A		# inner shell line
218216	V 15      2.41972A		# inner shell line
218217	V 15      2.41637A		# inner shell line
218218	V 16      131.898A		# inner shell line
218219	V 16      131.898A		# inner shell line
218220	V 15      122.032A		# inner shell line
218221	V 15      114.061A		# inner shell line
218222	V 16      2.41304A		# inner shell line
218223	V 16      2.41304A		# inner shell line
218224	V 17      161.018A		# inner shell line
218225	V 17      161.018A		# inner shell line
218226	V 16      131.898A		# inner shell line
218227	V 16      131.898A		# inner shell line
218228	V 17      2.41196A		# inner shell line
218229	V 17      2.41196A		# inner shell line
218230	V 18      354.241A		# inner shell line
218231	V 18      354.241A		# inner shell line
218232	V 17      161.018A		# inner shell line
218233	V 17      161.018A		# inner shell line
218234	V 18      2.42138A		# inner shell line
218235	V 18      2.42138A		# inner shell line
218236	V 19      344.401A		# inner shell line
218237	V 19      96.8627A		# inner shell line
218238	V 18      354.241A		# inner shell line
218239	V 18      354.241A		# inner shell line
218240	V 19      2.42417A		# inner shell line
218241	V 20      335.092A		# inner shell line
218242	V 19      344.401A		# inner shell line
218243	V 20      2.42811A		# inner shell line
218244	V 21      94.6444A		# inner shell line
218245	V 20      335.092A		# inner shell line
218246	Cr 2      2.29333A		# inner shell line
218247	Cr 2      2.28964A		# inner shell line
218248	Cr 2      2.08527A		# inner shell line
218249	Cr 2      2.08482A		# inner shell line
218250	Cr 3      18.7344A		# inner shell line
218251	Cr 3      18.7005A		# inner shell line
218252	Cr 4      18.5051A		# inner shell line
218253	Cr 2      24.3488A		# inner shell line
218254	Cr 3      23.9768A		# inner shell line
218255	Cr 4      23.5667A		# inner shell line
218256	Cr 5      23.1703A		# inner shell line
218257	Cr 6      22.7912A		# inner shell line
218258	Cr 2      21.3435A		# inner shell line
218259	Cr 3      20.6744A		# inner shell line
218260	Cr 4      20.2522A		# inner shell line
218261	Cr 5      19.9332A		# inner shell line
218262	Cr 6      19.7176A		# inner shell line
218263	Cr 7      19.5405A		# inner shell line
218264	Cr 2      24.7968A		# inner shell line
218265	Cr 3      24.4063A		# inner shell line
218266	Cr 4      23.9815A		# inner shell line
218267	Cr 5      23.5711A		# inner shell line
218268	Cr 6      23.1703A		# inner shell line
218269	Cr 7      22.7912A		# inner shell line
218270	Cr 2      21.6869A		# inner shell line
218271	Cr 3      20.9965A		# inner shell line
218272	Cr 4      20.5612A		# inner shell line
218273	Cr 5      20.2291A		# inner shell line
218274	Cr 6      20.0071A		# inner shell line
218275	Cr 7      19.8216A		# inner shell line
218276	Cr 2      21.6869A		# inner shell line
218277	Cr 3      20.9965A		# inner shell line
218278	Cr 4      20.0817A		# inner shell line
218279	Cr 5      19.2075A		# inner shell line
218280	Cr 6      18.4363A		# inner shell line
218281	Cr 6      416.054A		# inner shell line
218282	Cr 7      430.501A		# inner shell line
218283	Cr 8      429.011A		# inner shell line
218284	Cr 9      418.866A		# inner shell line
218285	Cr10      427.532A		# inner shell line
218286	Cr 6      399.949A		# inner shell line
218287	Cr 7      413.281A		# inner shell line
218288	Cr 8      411.908A		# inner shell line
218289	Cr 9      418.866A		# inner shell line
218290	Cr10      427.532A		# inner shell line
218291	Cr 6      225.836A		# inner shell line
218292	Cr 7      235.711A		# inner shell line
218293	Cr 8      172.921A		# inner shell line
218294	Cr 9      131.758A		# inner shell line
218295	Cr10      104.452A		# inner shell line
218296	Cr 7      96.6362A		# inner shell line
218297	Cr 8      84.1141A		# inner shell line
218298	Cr 9      73.0178A		# inner shell line
218299	Cr 6      230.883A		# inner shell line
218300	Cr 7      241.214A		# inner shell line
218301	Cr 8      175.864A		# inner shell line
218302	Cr 9      131.758A		# inner shell line
218303	Cr10      104.452A		# inner shell line
218304	Cr 7      98.7922A		# inner shell line
218305	Cr 8      85.7429A		# inner shell line
218306	Cr 9      73.7124A		# inner shell line
218307	Cr 7      97.5485A		# inner shell line
218308	Cr 8      84.8045A		# inner shell line
218309	Cr 9      73.0178A		# inner shell line
218310	Cr 2      18.9927A		# inner shell line
218311	Cr 2      18.9578A		# inner shell line
218312	Cr 3      23.9768A		# inner shell line
218313	Cr 4      23.5667A		# inner shell line
218314	Cr 3      20.6744A		# inner shell line
218315	Cr 4      20.2522A		# inner shell line
218316	Cr 5      19.9332A		# inner shell line
218317	Cr 3      24.4063A		# inner shell line
218318	Cr 4      23.9815A		# inner shell line
218319	Cr 5      23.5711A		# inner shell line
218320	Cr 3      20.9965A		# inner shell line
218321	Cr 4      20.5612A		# inner shell line
218322	Cr 5      20.2291A		# inner shell line
218323	Cr 3      20.9965A		# inner shell line
218324	Cr 4      20.0817A		# inner shell line
218325	Cr 5      19.2075A		# inner shell line
218326	Cr 6      416.054A		# inner shell line
218327	Cr 7      430.501A		# inner shell line
218328	Cr 8      429.011A		# inner shell line
218329	Cr 6      399.949A		# inner shell line
218330	Cr 7      413.281A		# inner shell line
218331	Cr 8      411.908A		# inner shell line
218332	Cr 6      225.836A		# inner shell line
218333	Cr 7      235.711A		# inner shell line
218334	Cr 7      96.6362A		# inner shell line
218335	Cr 5      225.836A		# inner shell line
218336	Cr 6      230.883A		# inner shell line
218337	Cr 7      241.214A		# inner shell line
218338	Cr 7      98.7922A		# inner shell line
218339	Cr 6      114.694A		# inner shell line
218340	Cr 7      97.5485A		# inner shell line
218341	Cr 2      24.3488A		# inner shell line
218342	Cr 2      21.3435A		# inner shell line
218343	Cr 6      225.836A		# inner shell line
218344	Cr 6      230.883A		# inner shell line
218345	Cr 2      24.7968A		# inner shell line
218346	Cr 2      21.6869A		# inner shell line
218347	Cr 2      21.6869A		# inner shell line
218348	Cr 6      225.836A		# inner shell line
218349	Cr 4      225.426A		# inner shell line
218350	Cr 6      230.883A		# inner shell line
218351	Cr 2      302.400A		# inner shell line
218352	Cr 3      2.28698A		# inner shell line
218353	Cr 3      2.28277A		# inner shell line
218354	Cr 3      2.07665A		# inner shell line
218355	Cr 3      2.07665A		# inner shell line
218356	Cr 4      18.5383A		# inner shell line
218357	Cr 5      18.3165A		# inner shell line
218358	Cr 4      18.5051A		# inner shell line
218359	Cr 5      18.2868A		# inner shell line
218360	Cr 3      23.9768A		# inner shell line
218361	Cr 4      23.5667A		# inner shell line
218362	Cr 5      23.1703A		# inner shell line
218363	Cr 6      22.7912A		# inner shell line
218364	Cr 3      20.6744A		# inner shell line
218365	Cr 4      20.2522A		# inner shell line
218366	Cr 5      19.9332A		# inner shell line
218367	Cr 6      19.7176A		# inner shell line
218368	Cr 7      19.5405A		# inner shell line
218369	Cr 3      24.4063A		# inner shell line
218370	Cr 4      23.9815A		# inner shell line
218371	Cr 5      23.5711A		# inner shell line
218372	Cr 6      23.1703A		# inner shell line
218373	Cr 7      22.7912A		# inner shell line
218374	Cr 3      20.9965A		# inner shell line
218375	Cr 4      20.5612A		# inner shell line
218376	Cr 5      20.2291A		# inner shell line
218377	Cr 6      20.0071A		# inner shell line
218378	Cr 7      19.8216A		# inner shell line
218379	Cr 3      20.9965A		# inner shell line
218380	Cr 4      20.0817A		# inner shell line
218381	Cr 5      19.2075A		# inner shell line
218382	Cr 6      18.4363A		# inner shell line
218383	Cr 6      416.054A		# inner shell line
218384	Cr 7      430.501A		# inner shell line
218385	Cr 8      429.011A		# inner shell line
218386	Cr 9      418.866A		# inner shell line
218387	Cr10      427.532A		# inner shell line
218388	Cr 4      399.949A		# inner shell line
218389	Cr 5      387.451A		# inner shell line
218390	Cr 6      399.949A		# inner shell line
218391	Cr 7      413.281A		# inner shell line
218392	Cr 8      411.908A		# inner shell line
218393	Cr 9      418.866A		# inner shell line
218394	Cr10      427.532A		# inner shell line
218395	Cr 6      225.836A		# inner shell line
218396	Cr 7      235.711A		# inner shell line
218397	Cr 8      172.921A		# inner shell line
218398	Cr 9      131.758A		# inner shell line
218399	Cr10      104.452A		# inner shell line
218400	Cr 6      230.883A		# inner shell line
218401	Cr 7      241.214A		# inner shell line
218402	Cr 8      175.864A		# inner shell line
218403	Cr 9      131.758A		# inner shell line
218404	Cr10      104.452A		# inner shell line
218405	Cr 7      98.7922A		# inner shell line
218406	Cr 8      85.7429A		# inner shell line
218407	Cr 9      73.7124A		# inner shell line
218408	Cr 3      18.7344A		# inner shell line
218409	Cr 3      18.7005A		# inner shell line
218410	Cr 4      23.5667A		# inner shell line
218411	Cr 5      23.1703A		# inner shell line
218412	Cr 4      20.2522A		# inner shell line
218413	Cr 5      19.9332A		# inner shell line
218414	Cr 4      23.9815A		# inner shell line
218415	Cr 5      23.5711A		# inner shell line
218416	Cr 4      20.5612A		# inner shell line
218417	Cr 5      20.2291A		# inner shell line
218418	Cr 4      20.0817A		# inner shell line
218419	Cr 5      19.2075A		# inner shell line
218420	Cr 4      416.054A		# inner shell line
218421	Cr 5      402.546A		# inner shell line
218422	Cr 6      416.054A		# inner shell line
218423	Cr 7      430.501A		# inner shell line
218424	Cr 4      399.949A		# inner shell line
218425	Cr 5      387.451A		# inner shell line
218426	Cr 6      399.949A		# inner shell line
218427	Cr 7      413.281A		# inner shell line
218428	Cr 6      225.836A		# inner shell line
218429	Cr 7      235.711A		# inner shell line
218430	Cr 6      230.883A		# inner shell line
218431	Cr 7      241.214A		# inner shell line
218432	Cr 7      98.7922A		# inner shell line
218433	Cr 3      23.9768A		# inner shell line
218434	Cr 3      20.6744A		# inner shell line
218435	Cr 5      402.546A		# inner shell line
218436	Cr 4      399.949A		# inner shell line
218437	Cr 5      387.451A		# inner shell line
218438	Cr 3      24.4063A		# inner shell line
218439	Cr 3      20.9965A		# inner shell line
218440	Cr 3      20.9965A		# inner shell line
218441	Cr 4      416.054A		# inner shell line
218442	Cr 5      402.546A		# inner shell line
218443	Cr 4      399.949A		# inner shell line
218444	Cr 5      387.451A		# inner shell line
218445	Cr 5      225.836A		# inner shell line
218446	Cr 3      239.815A		# inner shell line
218447	Cr 3      245.513A		# inner shell line
218448	Cr 4      2.28067A		# inner shell line
218449	Cr 4      2.27648A		# inner shell line
218450	Cr 4      2.06902A		# inner shell line
218451	Cr 4      2.06854A		# inner shell line
218452	Cr 5      18.3165A		# inner shell line
218453	Cr 6      18.1316A		# inner shell line
218454	Cr 5      18.2868A		# inner shell line
218455	Cr 6      18.0999A		# inner shell line
218456	Cr 4      23.5667A		# inner shell line
218457	Cr 5      23.1703A		# inner shell line
218458	Cr 6      22.7912A		# inner shell line
218459	Cr 7      22.4203A		# inner shell line
218460	Cr 4      20.2522A		# inner shell line
218461	Cr 5      19.9332A		# inner shell line
218462	Cr 6      19.7176A		# inner shell line
218463	Cr 7      19.5405A		# inner shell line
218464	Cr 8      18.7174A		# inner shell line
218465	Cr 4      23.9815A		# inner shell line
218466	Cr 5      23.5711A		# inner shell line
218467	Cr 6      23.1703A		# inner shell line
218468	Cr 7      22.7912A		# inner shell line
218469	Cr 4      20.5612A		# inner shell line
218470	Cr 5      20.2291A		# inner shell line
218471	Cr 6      20.0071A		# inner shell line
218472	Cr 7      19.8216A		# inner shell line
218473	Cr 8      18.9752A		# inner shell line
218474	Cr 6      416.054A		# inner shell line
218475	Cr 7      430.501A		# inner shell line
218476	Cr 8      429.011A		# inner shell line
218477	Cr 9      418.866A		# inner shell line
218478	Cr10      427.532A		# inner shell line
218479	Cr 5      387.451A		# inner shell line
218480	Cr 6      399.949A		# inner shell line
218481	Cr 7      413.281A		# inner shell line
218482	Cr 8      411.908A		# inner shell line
218483	Cr 9      418.866A		# inner shell line
218484	Cr10      427.532A		# inner shell line
218485	Cr 6      225.836A		# inner shell line
218486	Cr 7      235.711A		# inner shell line
218487	Cr 8      172.921A		# inner shell line
218488	Cr 9      131.758A		# inner shell line
218489	Cr10      104.452A		# inner shell line
218490	Cr 6      230.883A		# inner shell line
218491	Cr 7      241.214A		# inner shell line
218492	Cr 8      175.864A		# inner shell line
218493	Cr 9      131.758A		# inner shell line
218494	Cr10      104.452A		# inner shell line
218495	Cr 4      101.626A		# inner shell line
218496	Cr 4      18.5383A		# inner shell line
218497	Cr 4      18.5051A		# inner shell line
218498	Cr 5      23.1703A		# inner shell line
218499	Cr 6      22.7912A		# inner shell line
218500	Cr 5      19.9332A		# inner shell line
218501	Cr 6      19.7176A		# inner shell line
218502	Cr 5      23.5711A		# inner shell line
218503	Cr 6      23.1703A		# inner shell line
218504	Cr 5      20.2291A		# inner shell line
218505	Cr 6      20.0071A		# inner shell line
218506	Cr 5      402.546A		# inner shell line
218507	Cr 6      416.054A		# inner shell line
218508	Cr 7      430.501A		# inner shell line
218509	Cr 5      387.451A		# inner shell line
218510	Cr 6      399.949A		# inner shell line
218511	Cr 7      413.281A		# inner shell line
218512	Cr 6      225.836A		# inner shell line
218513	Cr 7      235.711A		# inner shell line
218514	Cr 6      230.883A		# inner shell line
218515	Cr 7      241.214A		# inner shell line
218516	Cr 4      23.5667A		# inner shell line
218517	Cr 4      20.2522A		# inner shell line
218518	Cr 5      402.546A		# inner shell line
218519	Cr 6      416.054A		# inner shell line
218520	Cr 5      387.451A		# inner shell line
218521	Cr 6      399.949A		# inner shell line
218522	Cr 5      221.006A		# inner shell line
218523	Cr 6      225.836A		# inner shell line
218524	Cr 6      230.883A		# inner shell line
218525	Cr 4      23.9815A		# inner shell line
218526	Cr 4      20.5612A		# inner shell line
218527	Cr 5      402.546A		# inner shell line
218528	Cr 6      416.054A		# inner shell line
218529	Cr 5      387.451A		# inner shell line
218530	Cr 6      399.949A		# inner shell line
218531	Cr 6      225.836A		# inner shell line
218532	Cr 5      225.836A		# inner shell line
218533	Cr 6      230.883A		# inner shell line
218534	Cr 4      416.054A		# inner shell line
218535	Cr 4      399.949A		# inner shell line
218536	Cr 4      220.612A		# inner shell line
218537	Cr 4      225.426A		# inner shell line
218538	Cr 5      2.27440A		# inner shell line
218539	Cr 5      2.27073A		# inner shell line
218540	Cr 5      2.06046A		# inner shell line
218541	Cr 5      2.05998A		# inner shell line
218542	Cr 6      18.1316A		# inner shell line
218543	Cr 7      17.9505A		# inner shell line
218544	Cr 8      17.7450A		# inner shell line
218545	Cr 6      18.0999A		# inner shell line
218546	Cr 7      17.9168A		# inner shell line
218547	Cr 8      17.7171A		# inner shell line
218548	Cr 5      23.1703A		# inner shell line
218549	Cr 6      22.7912A		# inner shell line
218550	Cr 7      22.4203A		# inner shell line
218551	Cr 8      22.0691A		# inner shell line
218552	Cr 5      19.9332A		# inner shell line
218553	Cr 6      19.7176A		# inner shell line
218554	Cr 7      19.5405A		# inner shell line
218555	Cr 8      18.7174A		# inner shell line
218556	Cr 5      23.5711A		# inner shell line
218557	Cr 6      23.1703A		# inner shell line
218558	Cr 7      22.7912A		# inner shell line
218559	Cr 8      22.4284A		# inner shell line
218560	Cr 5      20.2291A		# inner shell line
218561	Cr 6      20.0071A		# inner shell line
218562	Cr 7      19.8216A		# inner shell line
218563	Cr 8      18.9752A		# inner shell line
218564	Cr 6      416.054A		# inner shell line
218565	Cr 7      430.501A		# inner shell line
218566	Cr 8      429.011A		# inner shell line
218567	Cr 9      418.866A		# inner shell line
218568	Cr10      427.532A		# inner shell line
218569	Cr 6      399.949A		# inner shell line
218570	Cr 7      413.281A		# inner shell line
218571	Cr 8      411.908A		# inner shell line
218572	Cr 9      418.866A		# inner shell line
218573	Cr10      427.532A		# inner shell line
218574	Cr 6      225.836A		# inner shell line
218575	Cr 7      235.711A		# inner shell line
218576	Cr 8      172.921A		# inner shell line
218577	Cr 9      131.758A		# inner shell line
218578	Cr10      104.452A		# inner shell line
218579	Cr 6      230.883A		# inner shell line
218580	Cr 7      241.214A		# inner shell line
218581	Cr 8      175.864A		# inner shell line
218582	Cr 9      131.758A		# inner shell line
218583	Cr10      104.452A		# inner shell line
218584	Cr 5      103.320A		# inner shell line
218585	Cr 5      18.3165A		# inner shell line
218586	Cr 5      18.2868A		# inner shell line
218587	Cr 6      22.7912A		# inner shell line
218588	Cr 6      19.7176A		# inner shell line
218589	Cr 6      23.1703A		# inner shell line
218590	Cr 6      20.0071A		# inner shell line
218591	Cr 6      416.054A		# inner shell line
218592	Cr 7      430.501A		# inner shell line
218593	Cr 6      399.949A		# inner shell line
218594	Cr 7      413.281A		# inner shell line
218595	Cr 6      225.836A		# inner shell line
218596	Cr 7      235.711A		# inner shell line
218597	Cr 6      230.883A		# inner shell line
218598	Cr 7      241.214A		# inner shell line
218599	Cr 5      23.1703A		# inner shell line
218600	Cr 5      19.9332A		# inner shell line
218601	Cr 6      416.054A		# inner shell line
218602	Cr 7      430.501A		# inner shell line
218603	Cr 6      399.949A		# inner shell line
218604	Cr 7      413.281A		# inner shell line
218605	Cr 6      225.836A		# inner shell line
218606	Cr 7      235.711A		# inner shell line
218607	Cr 6      230.883A		# inner shell line
218608	Cr 7      241.214A		# inner shell line
218609	Cr 5      23.5711A		# inner shell line
218610	Cr 5      20.2291A		# inner shell line
218611	Cr 6      416.054A		# inner shell line
218612	Cr 7      430.501A		# inner shell line
218613	Cr 6      399.949A		# inner shell line
218614	Cr 7      413.281A		# inner shell line
218615	Cr 6      225.836A		# inner shell line
218616	Cr 7      235.711A		# inner shell line
218617	Cr 6      230.883A		# inner shell line
218618	Cr 7      241.214A		# inner shell line
218619	Cr 5      402.546A		# inner shell line
218620	Cr 5      387.451A		# inner shell line
218621	Cr 5      221.006A		# inner shell line
218622	Cr 5      225.836A		# inner shell line
218623	Cr 6      2.26811A		# inner shell line
218624	Cr 6      2.26393A		# inner shell line
218625	Cr 6      2.05241A		# inner shell line
218626	Cr 6      2.05194A		# inner shell line
218627	Cr 8      105.969A		# inner shell line
218628	Cr 7      17.9505A		# inner shell line
218629	Cr 8      17.7450A		# inner shell line
218630	Cr 9      17.5292A		# inner shell line
218631	Cr 7      17.9168A		# inner shell line
218632	Cr 8      17.7171A		# inner shell line
218633	Cr 9      17.5292A		# inner shell line
218634	Cr 6      22.7912A		# inner shell line
218635	Cr 7      22.4203A		# inner shell line
218636	Cr 8      22.0691A		# inner shell line
218637	Cr 9      21.7669A		# inner shell line
218638	Cr 6      19.7176A		# inner shell line
218639	Cr 7      19.5405A		# inner shell line
218640	Cr 8      18.7174A		# inner shell line
218641	Cr 9      17.8806A		# inner shell line
218642	Cr 6      23.1703A		# inner shell line
218643	Cr 7      22.7912A		# inner shell line
218644	Cr 8      22.4284A		# inner shell line
218645	Cr 9      22.1124A		# inner shell line
218646	Cr 6      20.0071A		# inner shell line
218647	Cr 7      19.8216A		# inner shell line
218648	Cr 8      18.9752A		# inner shell line
218649	Cr 9      18.1157A		# inner shell line
218650	Cr 7      430.501A		# inner shell line
218651	Cr 8      429.011A		# inner shell line
218652	Cr 9      418.866A		# inner shell line
218653	Cr10      427.532A		# inner shell line
218654	Cr 7      413.281A		# inner shell line
218655	Cr 8      411.908A		# inner shell line
218656	Cr 9      418.866A		# inner shell line
218657	Cr10      427.532A		# inner shell line
218658	Cr 6      225.836A		# inner shell line
218659	Cr 7      235.711A		# inner shell line
218660	Cr 8      172.921A		# inner shell line
218661	Cr 9      131.758A		# inner shell line
218662	Cr10      104.452A		# inner shell line
218663	Cr 6      230.883A		# inner shell line
218664	Cr 7      241.214A		# inner shell line
218665	Cr 8      175.864A		# inner shell line
218666	Cr 9      131.758A		# inner shell line
218667	Cr10      104.452A		# inner shell line
218668	Cr 6      112.713A		# inner shell line
218669	Cr 6      104.188A		# inner shell line
218670	Cr 6      18.1316A		# inner shell line
218671	Cr 6      18.0999A		# inner shell line
218672	Cr 7      22.4203A		# inner shell line
218673	Cr 7      19.5405A		# inner shell line
218674	Cr 7      22.7912A		# inner shell line
218675	Cr 7      19.8216A		# inner shell line
218676	Cr 7      430.501A		# inner shell line
218677	Cr 8      429.011A		# inner shell line
218678	Cr 7      413.281A		# inner shell line
218679	Cr 8      411.908A		# inner shell line
